flight_id,timestamp,latitude,longitude,altitude_m,speed_mps,step
FLT-00001,2023-02-13 11:56:50,-2.051937,29.811263,116.7,20.45,32
FLT-00001,2023-02-13 11:57:20,-2.051832,29.816749,118.2,21.08,33
FLT-00001,2023-02-13 11:57:50,-2.048834,29.822879,114.2,22.95,34
FLT-00001,2023-02-13 11:58:20,-2.048446,29.828395,121.0,21.93,35
FLT-00001,2023-02-13 11:58:50,-2.047362,29.832959,118.4,21.68,36
FLT-00001,2023-02-13 11:59:20,-2.046,29.841105,114.7,20.75,37
FLT-00001,2023-02-13 11:59:50,-2.045435,29.848565,118.6,20.79,38
FLT-00001,2023-02-13 12:00:20,-2.046005,29.85285,120.6,21.34,39
FLT-00001,2023-02-13 12:00:50,-2.043601,29.859089,122.9,21.62,40
FLT-00001,2023-02-13 12:01:20,-2.043741,29.865118,122.5,22.54,41
FLT-00001,2023-02-13 12:01:50,-2.042377,29.870332,119.9,21.26,42
FLT-00001,2023-02-13 12:02:20,-2.042046,29.877156,121.6,21.73,43
FLT-00001,2023-02-13 12:02:50,-2.039559,29.884113,125.2,21.8,44
FLT-00001,2023-02-13 12:03:20,-2.037186,29.889595,122.0,17.97,45
FLT-00001,2023-02-13 12:03:50,-2.037722,29.89562,125.0,22.36,46
FLT-00001,2023-02-13 12:04:20,-2.037566,29.901353,120.7,22.74,47
FLT-00001,2023-02-13 12:04:50,-2.035966,29.907455,122.3,20.83,48
FLT-00001,2023-02-13 12:05:20,-2.035525,29.913431,121.5,21.4,49
FLT-00001,2023-02-13 12:05:50,-2.031927,29.919848,113.0,23.67,50
FLT-00001,2023-02-13 12:06:20,-2.033136,29.92583,123.2,21.39,51
FLT-00001,2023-02-13 12:06:50,-2.033662,29.930855,123.1,21.66,52
FLT-00001,2023-02-13 12:07:20,-2.029859,29.936613,121.7,20.27,53
FLT-00001,2023-02-13 12:07:50,-2.029457,29.942928,119.3,20.06,54
FLT-00001,2023-02-13 12:08:20,-2.028084,29.950554,122.2,19.81,55
FLT-00001,2023-02-13 12:08:50,-2.027265,29.953991,126.4,22.28,56
FLT-00001,2023-02-13 12:09:20,-2.025942,29.961011,117.8,24.43,57
FLT-00001,2023-02-13 12:09:50,-2.026389,29.966842,118.5,17.6,58
FLT-00001,2023-02-13 12:10:20,-2.023194,29.972897,117.2,20.4,59
FLT-00001,2023-02-13 12:10:50,-2.024296,29.979504,119.9,21.03,60
FLT-00001,2023-02-13 12:11:20,-2.023638,29.984053,118.3,21.38,61
FLT-00001,2023-02-13 12:11:50,-2.021918,29.992362,116.8,18.62,62
FLT-00001,2023-02-13 12:12:20,-2.021745,29.998472,119.2,23.22,63
FLT-00001,2023-02-13 12:12:50,-2.019889,30.00336,108.8,22.03,64
FLT-00001,2023-02-13 12:13:20,-2.019917,30.010356,121.5,20.61,65
FLT-00001,2023-02-13 12:13:50,-2.017238,30.01578,123.0,21.26,66
FLT-00001,2023-02-13 12:14:20,-2.01803,30.022883,121.7,23.37,67
FLT-00001,2023-02-13 12:14:50,-2.016477,30.029457,118.2,20.07,68
FLT-00001,2023-02-13 12:15:20,-2.015868,30.031822,121.1,21.62,69
FLT-00001,2023-02-13 12:15:50,-2.012558,30.041119,120.5,22.15,70
FLT-00001,2023-02-13 12:16:20,-2.012768,30.045979,120.0,19.9,71
FLT-00001,2023-02-13 12:16:50,-2.013568,30.051827,114.6,21.94,72
FLT-00001,2023-02-13 12:17:20,-2.012185,30.056571,121.2,24.52,73
FLT-00001,2023-02-13 12:17:50,-2.010699,30.064161,124.6,19.11,74
FLT-00001,2023-02-13 12:18:20,-2.010294,30.0718,113.6,22.74,75
FLT-00001,2023-02-13 12:18:50,-2.009332,30.075032,114.4,24.16,76
FLT-00001,2023-02-13 12:19:20,-2.00703,30.081298,119.5,24.19,77
FLT-00001,2023-02-13 12:19:50,-2.007044,30.090533,123.8,20.79,78
FLT-00001,2023-02-13 12:20:20,-2.003106,30.094619,120.7,22.07,79
FLT-00001,2023-02-13 12:20:50,-2.003825,30.098756,115.1,21.71,80
FLT-00001,2023-02-13 12:21:20,-2.003571,30.107217,117.1,21.3,81
FLT-00001,2023-02-13 12:21:50,-2.003269,30.112367,117.8,21.0,82
FLT-00001,2023-02-13 12:22:20,-1.999148,30.119496,113.6,23.53,83
FLT-00001,2023-02-13 12:22:50,-2.001604,30.125832,117.8,22.75,84
FLT-00001,2023-02-13 12:23:20,-1.998976,30.131464,119.6,21.24,85
FLT-00001,2023-02-13 12:23:50,-1.997418,30.137793,116.0,23.6,86
FLT-00001,2023-02-13 12:24:20,-1.995745,30.142,121.4,23.11,87
FLT-00001,2023-02-13 12:24:50,-1.996218,30.149128,125.1,22.19,88
FLT-00001,2023-02-13 12:25:20,-1.994627,30.156189,112.3,20.91,89
FLT-00001,2023-02-13 12:25:50,-1.994637,30.161001,119.1,17.73,90
FLT-00001,2023-02-13 12:26:20,-1.994597,30.165852,121.7,24.01,91
FLT-00001,2023-02-13 12:26:50,-1.992343,30.173844,122.6,19.96,92
FLT-00001,2023-02-13 12:27:20,-1.991129,30.178334,119.9,22.49,93
FLT-00001,2023-02-13 12:27:50,-1.990001,30.185573,128.6,22.63,94
FLT-00001,2023-02-13 12:28:20,-1.989171,30.190985,121.4,21.66,95
FLT-00001,2023-02-13 12:28:50,-1.988019,30.198,120.5,22.55,96
FLT-00001,2023-02-13 12:29:20,-1.986284,30.201613,120.4,22.67,97
FLT-00001,2023-02-13 12:29:50,-1.986243,30.2085,115.8,22.18,98
FLT-00001,2023-02-13 12:30:20,-1.985289,30.216551,123.3,20.64,99
FLT-00001,2023-02-13 12:30:50,-1.985124,30.221769,118.0,25.09,100
FLT-00001,2023-02-13 12:31:20,-1.984331,30.226447,120.9,21.41,101
FLT-00001,2023-02-13 12:31:50,-1.983093,30.234457,124.1,21.94,102
FLT-00001,2023-02-13 12:32:20,-1.980383,30.239774,120.0,22.76,103
FLT-00001,2023-02-13 12:32:50,-1.981583,30.245018,115.0,21.71,104
FLT-00001,2023-02-13 12:33:20,-1.979422,30.252765,120.6,21.78,105
FLT-00001,2023-02-13 12:33:50,-1.978366,30.258201,119.4,21.27,106
FLT-00001,2023-02-13 12:34:20,-1.977746,30.26459,123.9,23.29,107
FLT-00001,2023-02-13 12:34:50,-1.977308,30.269064,121.2,20.5,108
FLT-00001,2023-02-13 12:35:20,-1.973539,30.275281,120.0,23.0,109
FLT-00001,2023-02-13 12:35:50,-1.973783,30.280769,121.4,21.83,110
FLT-00001,2023-02-13 12:36:20,-1.973341,30.286844,121.0,22.88,111
FLT-00001,2023-02-13 12:36:50,-1.972897,30.293126,116.2,22.67,112
FLT-00001,2023-02-13 12:37:20,-1.971842,30.301092,122.3,22.92,113
FLT-00001,2023-02-13 12:37:50,-1.970446,30.30716,124.4,20.34,114
FLT-00001,2023-02-13 12:38:20,-1.971742,30.312978,122.2,21.7,115
FLT-00001,2023-02-13 12:38:50,-1.969909,30.319102,125.3,19.44,116
FLT-00001,2023-02-13 12:39:20,-1.968763,30.324228,124.1,23.8,117
FLT-00001,2023-02-13 12:39:50,-1.967365,30.330744,120.1,23.04,118
FLT-00001,2023-02-13 12:40:20,-1.966186,30.336922,119.8,22.19,119
FLT-00001,2023-02-13 12:40:50,-1.965412,30.341096,120.9,23.89,120
FLT-00001,2023-02-13 12:41:20,-1.96414,30.349271,122.2,22.5,121
FLT-00001,2023-02-13 12:41:50,-1.962671,30.355345,115.6,21.11,122
FLT-00001,2023-02-13 12:42:20,-1.960136,30.360112,118.1,20.28,123
FLT-00001,2023-02-13 12:42:50,-1.96178,30.365559,115.0,23.09,124
FLT-00001,2023-02-13 12:43:20,-1.959772,30.373113,119.1,22.02,125
FLT-00001,2023-02-13 12:43:50,-1.958964,30.379358,116.1,22.59,126
FLT-00001,2023-02-13 12:44:20,-1.958516,30.384511,120.6,22.04,127
FLT-00001,2023-02-13 12:44:50,-1.95664,30.389677,123.3,22.05,128
FLT-00001,2023-02-13 12:45:20,-1.95415,30.398921,123.6,22.43,129
FLT-00001,2023-02-13 12:45:50,-1.955831,30.402899,123.4,22.17,130
FLT-00001,2023-02-13 12:46:20,-1.953452,30.408196,119.2,23.24,131
FLT-00001,2023-02-13 12:46:50,-1.953193,30.415489,120.5,20.27,132
FLT-00001,2023-02-13 12:47:20,-1.951169,30.421448,123.5,21.82,133
FLT-00001,2023-02-13 12:47:50,-1.952376,30.425549,123.9,19.05,134
FLT-00001,2023-02-13 12:48:20,-1.949431,30.433728,120.7,21.27,135
FLT-00001,2023-02-13 12:48:50,-1.949001,30.42717,119.7,20.94,136
FLT-00001,2023-02-13 12:49:20,-1.950609,30.422045,122.1,19.45,137
FLT-00001,2023-02-13 12:49:50,-1.953059,30.41513,119.6,21.54,138
FLT-00001,2023-02-13 12:50:20,-1.953729,30.408906,122.4,22.38,139
FLT-00001,2023-02-13 12:50:50,-1.955069,30.404576,120.8,20.58,140
FLT-00001,2023-02-13 12:51:20,-1.956646,30.394849,118.7,21.62,141
FLT-00001,2023-02-13 12:51:50,-1.957151,30.391471,115.0,20.53,142
FLT-00001,2023-02-13 12:52:20,-1.956772,30.38404,118.2,20.41,143
FLT-00001,2023-02-13 12:52:50,-1.958819,30.379998,117.6,22.08,144
FLT-00001,2023-02-13 12:53:20,-1.959711,30.371675,124.3,23.39,145
FLT-00001,2023-02-13 12:53:50,-1.961086,30.365856,121.1,21.04,146
FLT-00001,2023-02-13 12:54:20,-1.963034,30.359142,119.6,21.44,147
FLT-00001,2023-02-13 12:54:50,-1.963527,30.354688,118.4,20.52,148
FLT-00001,2023-02-13 12:55:20,-1.964691,30.34938,117.0,24.32,149
FLT-00001,2023-02-13 12:55:50,-1.964724,30.341369,117.2,25.32,150
FLT-00001,2023-02-13 12:56:20,-1.966175,30.335108,120.8,21.42,151
FLT-00001,2023-02-13 12:56:50,-1.96526,30.332095,117.5,23.08,152
FLT-00001,2023-02-13 12:57:20,-1.968263,30.323957,119.1,22.33,153
FLT-00001,2023-02-13 12:57:50,-1.970109,30.319079,123.8,21.41,154
FLT-00001,2023-02-13 12:58:20,-1.968857,30.312987,121.1,22.45,155
FLT-00001,2023-02-13 12:58:50,-1.96963,30.306389,119.6,23.7,156
FLT-00001,2023-02-13 12:59:20,-1.972637,30.300045,122.8,23.28,157
FLT-00001,2023-02-13 12:59:50,-1.973132,30.294723,117.5,22.96,158
FLT-00001,2023-02-13 13:00:20,-1.97424,30.28906,119.3,22.35,159
FLT-00001,2023-02-13 13:00:50,-1.976382,30.283621,120.7,22.91,160
FLT-00001,2023-02-13 13:01:20,-1.975315,30.276749,117.2,20.87,161
FLT-00001,2023-02-13 13:01:50,-1.976412,30.270183,120.0,22.73,162
FLT-00001,2023-02-13 13:02:20,-1.976056,30.265337,118.0,21.5,163
FLT-00001,2023-02-13 13:02:50,-1.979421,30.257721,123.4,20.44,164
FLT-00001,2023-02-13 13:03:20,-1.980447,30.252397,121.1,24.75,165
FLT-00001,2023-02-13 13:03:50,-1.981029,30.244693,121.0,22.89,166
FLT-00001,2023-02-13 13:04:20,-1.982618,30.23855,119.9,22.11,167
FLT-00001,2023-02-13 13:04:50,-1.981718,30.235691,116.5,20.29,168
FLT-00001,2023-02-13 13:05:20,-1.982655,30.226418,122.2,23.99,169
FLT-00001,2023-02-13 13:05:50,-1.98411,30.222367,112.6,23.07,170
FLT-00001,2023-02-13 13:06:20,-1.986079,30.214627,128.1,22.53,171
FLT-00001,2023-02-13 13:06:50,-1.986085,30.209076,120.0,21.79,172
FLT-00001,2023-02-13 13:07:20,-1.9882,30.20435,126.1,22.02,173
FLT-00001,2023-02-13 13:07:50,-1.988808,30.197445,124.5,22.25,174
FLT-00001,2023-02-13 13:08:20,-1.989678,30.192041,115.0,21.95,175
FLT-00001,2023-02-13 13:08:50,-1.990411,30.184842,120.9,20.72,176
FLT-00001,2023-02-13 13:09:20,-1.992399,30.179301,115.8,21.37,177
FLT-00001,2023-02-13 13:09:50,-1.992483,30.174306,121.2,20.88,178
FLT-00001,2023-02-13 13:10:20,-1.994053,30.168193,116.9,19.43,179
FLT-00001,2023-02-13 13:10:50,-1.993794,30.160143,119.5,23.8,180
FLT-00001,2023-02-13 13:11:20,-1.995782,30.154616,118.2,22.57,181
FLT-00001,2023-02-13 13:11:50,-1.995469,30.148967,123.9,22.38,182
FLT-00001,2023-02-13 13:12:20,-1.99775,30.141953,120.4,22.62,183
FLT-00001,2023-02-13 13:12:50,-1.997527,30.136439,121.9,22.75,184
FLT-00001,2023-02-13 13:13:20,-2.000247,30.129958,127.6,19.68,185
FLT-00001,2023-02-13 13:13:50,-1.999916,30.124371,122.3,21.26,186
FLT-00001,2023-02-13 13:14:20,-2.001997,30.119922,122.3,21.59,187
FLT-00001,2023-02-13 13:14:50,-2.001852,30.113935,118.3,19.29,188
FLT-00001,2023-02-13 13:15:20,-2.002044,30.107903,115.1,20.92,189
FLT-00001,2023-02-13 13:15:50,-2.004584,30.101007,126.9,22.18,190
FLT-00001,2023-02-13 13:16:20,-2.004384,30.095769,117.5,21.82,191
FLT-00001,2023-02-13 13:16:50,-2.006839,30.088301,118.9,22.05,192
FLT-00001,2023-02-13 13:17:20,-2.007575,30.083521,121.1,24.74,193
FLT-00001,2023-02-13 13:17:50,-2.00743,30.077226,122.8,22.04,194
FLT-00001,2023-02-13 13:18:20,-2.009083,30.07009,124.0,24.35,195
FLT-00001,2023-02-13 13:18:50,-2.009972,30.063166,123.7,21.5,196
FLT-00001,2023-02-13 13:19:20,-2.009705,30.057815,123.0,23.9,197
FLT-00001,2023-02-13 13:19:50,-2.014244,30.053147,119.8,22.37,198
FLT-00001,2023-02-13 13:20:20,-2.012504,30.045862,118.7,20.66,199
FLT-00001,2023-02-13 13:20:50,-2.015926,30.041405,125.3,19.9,200
FLT-00001,2023-02-13 13:21:20,-2.015675,30.03372,114.4,23.2,201
FLT-00001,2023-02-13 13:21:50,-2.015973,30.027509,120.3,20.87,202
FLT-00001,2023-02-13 13:22:20,-2.017721,30.02231,119.1,23.19,203
FLT-00001,2023-02-13 13:22:50,-2.017134,30.015435,122.1,24.39,204
FLT-00001,2023-02-13 13:23:20,-2.018893,30.009489,115.4,21.62,205
FLT-00001,2023-02-13 13:23:50,-2.021626,30.003792,118.2,23.09,206
FLT-00001,2023-02-13 13:24:20,-2.023589,29.998312,113.6,22.8,207
FLT-00001,2023-02-13 13:24:50,-2.020398,29.992013,121.4,22.44,208
FLT-00001,2023-02-13 13:25:20,-2.021603,29.984711,117.5,21.3,209
FLT-00001,2023-02-13 13:25:50,-2.025611,29.978156,120.7,21.65,210
FLT-00001,2023-02-13 13:26:20,-2.024751,29.973156,118.4,20.53,211
FLT-00001,2023-02-13 13:26:50,-2.025932,29.966331,120.7,21.47,212
FLT-00001,2023-02-13 13:27:20,-2.027388,29.964389,123.2,23.26,213
FLT-00001,2023-02-13 13:27:50,-2.027441,29.954276,117.8,19.21,214
FLT-00001,2023-02-13 13:28:20,-2.028035,29.950305,115.2,21.84,215
FLT-00001,2023-02-13 13:28:50,-2.030341,29.94219,112.7,20.51,216
FLT-00001,2023-02-13 13:29:20,-2.029577,29.938896,118.9,21.33,217
FLT-00001,2023-02-13 13:29:50,-2.033059,29.930093,125.0,20.95,218
FLT-00001,2023-02-13 13:30:20,-2.033419,29.924724,121.6,22.35,219
FLT-00001,2023-02-13 13:30:50,-2.033047,29.918315,120.0,22.7,220
FLT-00001,2023-02-13 13:31:20,-2.033744,29.913279,114.7,24.17,221
FLT-00001,2023-02-13 13:31:50,-2.036259,29.90814,120.9,23.0,222
FLT-00001,2023-02-13 13:32:20,-2.036444,29.900363,117.6,20.95,223
FLT-00001,2023-02-13 13:32:50,-2.038159,29.894519,120.4,22.25,224
FLT-00001,2023-02-13 13:33:20,-2.037827,29.890184,120.2,23.79,225
FLT-00001,2023-02-13 13:33:50,-2.040062,29.882216,117.5,22.15,226
FLT-00001,2023-02-13 13:34:20,-2.039763,29.877586,118.4,22.89,227
FLT-00001,2023-02-13 13:34:50,-2.04318,29.871933,114.6,22.62,228
FLT-00001,2023-02-13 13:35:20,-2.042329,29.865359,122.2,23.02,229
FLT-00001,2023-02-13 13:35:50,-2.044034,29.858528,117.4,20.22,230
FLT-00001,2023-02-13 13:36:20,-2.046845,29.853354,119.0,22.65,231
FLT-00001,2023-02-13 13:36:50,-2.04496,29.845812,121.8,22.05,232
FLT-00001,2023-02-13 13:37:20,-2.048753,29.840501,121.6,25.14,233
FLT-00001,2023-02-13 13:37:50,-2.048938,29.834272,120.8,22.76,234
FLT-00001,2023-02-13 13:38:20,-2.049458,29.827342,114.3,22.75,235
FLT-00001,2023-02-13 13:38:50,-2.048611,29.823713,116.3,19.15,236
FLT-00001,2023-02-13 13:39:20,-2.048976,29.817108,112.4,22.39,237
FLT-00001,2023-02-13 13:39:50,-2.052199,29.809875,119.1,20.28,238
FLT-00001,2023-02-13 13:40:20,-2.05311,29.803564,118.7,20.11,239
FLT-00001,2023-02-13 13:40:50,-2.054836,29.797523,120.5,21.51,240
FLT-00001,2023-02-13 13:41:20,-2.053068,29.792417,120.5,24.2,241
FLT-00001,2023-02-13 13:41:50,-2.057161,29.786074,119.0,22.97,242
FLT-00001,2023-02-13 13:42:20,-2.056336,29.777808,120.4,21.32,243
FLT-00001,2023-02-13 13:42:50,-2.056446,29.772872,114.0,24.69,244
FLT-00001,2023-02-13 13:43:20,-2.058299,29.767755,120.0,22.41,245
FLT-00001,2023-02-13 13:43:50,-2.059603,29.760794,117.0,23.5,246
FLT-00001,2023-02-13 13:44:20,-2.059982,29.755938,122.6,23.03,247
FLT-00001,2023-02-13 13:44:50,-2.060623,29.750833,118.1,21.66,248
FLT-00001,2023-02-13 13:45:20,-2.064069,29.743811,120.8,24.44,249
FLT-00001,2023-02-13 13:45:50,-2.064674,29.738171,120.3,21.38,250
FLT-00001,2023-02-13 13:46:20,-2.062033,29.732014,120.6,22.22,251
FLT-00001,2023-02-13 13:46:50,-2.065462,29.725659,120.6,20.08,252
FLT-00001,2023-02-13 13:47:20,-2.065913,29.718844,116.9,18.56,253
FLT-00001,2023-02-13 13:47:50,-2.067668,29.712268,120.8,22.95,254
FLT-00001,2023-02-13 13:48:20,-2.067937,29.706392,116.0,24.52,255
FLT-00001,2023-02-13 13:48:50,-2.068388,29.699952,116.1,22.79,256
FLT-00001,2023-02-13 13:49:20,-2.069552,29.694412,122.5,23.3,257
FLT-00001,2023-02-13 13:49:50,-2.070504,29.689983,123.5,22.59,258
FLT-00001,2023-02-13 13:50:20,-2.070601,29.6835,118.6,24.73,259
FLT-00001,2023-02-13 13:50:50,-2.074153,29.677787,121.2,21.37,260
FLT-00001,2023-02-13 13:51:20,-2.074706,29.672341,120.2,23.81,261
FLT-00001,2023-02-13 13:51:50,-2.076063,29.664534,117.2,20.72,262
FLT-00001,2023-02-13 13:52:20,-2.07536,29.658211,128.0,20.32,263
FLT-00001,2023-02-13 13:52:50,-2.077522,29.652783,118.2,22.48,264
FLT-00001,2023-02-13 13:53:20,-2.078096,29.646718,121.6,24.65,265
FLT-00001,2023-02-13 13:53:50,-2.080158,29.642372,120.9,21.72,266
FLT-00001,2023-02-13 13:54:20,-2.082146,29.63492,116.2,21.2,267
FLT-00001,2023-02-13 13:54:50,-2.080401,29.627235,119.3,22.47,268
FLT-00001,2023-02-13 13:55:20,-2.08373,29.623573,125.7,20.65,269
FLT-00001,2023-02-13 13:55:50,-2.083822,29.61677,119.8,21.31,270
FLT-00002,2023-12-13 17:42:58,-2.084014,29.616715,118.0,23.38,0
FLT-00002,2023-12-13 17:43:28,-2.081938,29.62057,121.0,25.44,1
FLT-00002,2023-12-13 17:43:58,-2.079661,29.628737,121.4,23.94,2
FLT-00002,2023-12-13 17:44:28,-2.081525,29.635367,123.4,22.2,3
FLT-00002,2023-12-13 17:44:58,-2.080203,29.640833,123.3,23.65,4
FLT-00002,2023-12-13 17:45:28,-2.078977,29.645922,123.1,23.4,5
FLT-00002,2023-12-13 17:45:58,-2.076781,29.651419,116.3,24.8,6
FLT-00002,2023-12-13 17:46:28,-2.076554,29.658262,123.1,22.1,7
FLT-00002,2023-12-13 17:46:58,-2.075599,29.661883,119.1,21.9,8
FLT-00002,2023-12-13 17:47:28,-2.07402,29.667647,120.0,22.51,9
FLT-00002,2023-12-13 17:47:58,-2.072703,29.675823,119.5,23.28,10
FLT-00002,2023-12-13 17:48:28,-2.074433,29.680061,121.6,21.99,11
FLT-00002,2023-12-13 17:48:58,-2.072965,29.688075,119.3,21.5,12
FLT-00002,2023-12-13 17:49:28,-2.070204,29.692816,118.5,19.36,13
FLT-00002,2023-12-13 17:49:58,-2.068291,29.697761,117.6,22.44,14
FLT-00002,2023-12-13 17:50:28,-2.069764,29.705762,121.5,21.18,15
FLT-00002,2023-12-13 17:50:58,-2.067271,29.710151,118.6,21.82,16
FLT-00002,2023-12-13 17:51:28,-2.067584,29.717417,123.3,21.47,17
FLT-00002,2023-12-13 17:51:58,-2.064096,29.72349,122.0,20.47,18
FLT-00002,2023-12-13 17:52:28,-2.065509,29.729516,123.5,23.68,19
FLT-00002,2023-12-13 17:52:58,-2.064056,29.733934,120.3,23.61,20
FLT-00002,2023-12-13 17:53:28,-2.062941,29.737608,125.7,22.38,21
FLT-00002,2023-12-13 17:53:58,-2.062372,29.747267,117.6,25.69,22
FLT-00002,2023-12-13 17:54:28,-2.059416,29.752541,119.6,22.19,23
FLT-00002,2023-12-13 17:54:58,-2.061086,29.758424,120.5,23.45,24
FLT-00002,2023-12-13 17:55:28,-2.059986,29.76253,119.6,21.68,25
FLT-00002,2023-12-13 17:55:58,-2.058174,29.7671,124.2,20.65,26
FLT-00002,2023-12-13 17:56:28,-2.058375,29.776928,119.6,24.5,27
FLT-00002,2023-12-13 17:56:58,-2.056399,29.781425,119.4,19.93,28
FLT-00002,2023-12-13 17:57:28,-2.054328,29.785765,124.5,20.91,29
FLT-00002,2023-12-13 17:57:58,-2.054082,29.791757,126.7,20.98,30
FLT-00002,2023-12-13 17:58:28,-2.054285,29.801801,116.9,21.66,31
FLT-00002,2023-12-13 17:58:58,-2.052941,29.803014,119.5,25.8,32
FLT-00002,2023-12-13 17:59:28,-2.054721,29.811208,120.5,25.27,33
FLT-00002,2023-12-13 17:59:58,-2.050985,29.817931,118.3,27.44,34
FLT-00002,2023-12-13 18:00:28,-2.049623,29.821489,119.2,21.82,35
FLT-00002,2023-12-13 18:00:58,-2.048896,29.828976,120.0,24.18,36
FLT-00002,2023-12-13 18:01:28,-2.047796,29.833912,118.5,24.07,37
FLT-00002,2023-12-13 18:01:58,-2.04586,29.83828,119.5,22.1,38
FLT-00002,2023-12-13 18:02:28,-2.045625,29.845833,117.3,23.66,39
FLT-00002,2023-12-13 18:02:58,-2.045901,29.851336,118.9,21.71,40
FLT-00002,2023-12-13 18:03:28,-2.042971,29.856804,123.1,21.53,41
FLT-00002,2023-12-13 18:03:58,-2.043111,29.865198,119.8,23.75,42
FLT-00002,2023-12-13 18:04:28,-2.041976,29.86993,123.0,20.41,43
FLT-00002,2023-12-13 18:04:58,-2.040946,29.876642,121.4,23.63,44
FLT-00002,2023-12-13 18:05:28,-2.040958,29.881387,118.0,21.64,45
FLT-00002,2023-12-13 18:05:58,-2.036222,29.886013,120.5,21.96,46
FLT-00002,2023-12-13 18:06:28,-2.037134,29.891207,119.1,21.89,47
FLT-00002,2023-12-13 18:06:58,-2.037222,29.89917,118.5,21.97,48
FLT-00002,2023-12-13 18:07:28,-2.035712,29.904882,114.9,20.79,49
FLT-00002,2023-12-13 18:07:58,-2.035512,29.910092,117.8,22.55,50
FLT-00002,2023-12-13 18:08:28,-2.033041,29.916527,114.8,25.14,51
FLT-00002,2023-12-13 18:08:58,-2.032658,29.921608,122.3,21.56,52
FLT-00002,2023-12-13 18:09:28,-2.031533,29.928252,119.6,22.83,53
FLT-00002,2023-12-13 18:09:58,-2.031913,29.933683,120.6,23.26,54
FLT-00002,2023-12-13 18:10:28,-2.030907,29.938207,121.0,19.68,55
FLT-00002,2023-12-13 18:10:58,-2.028689,29.94533,116.2,20.91,56
FLT-00002,2023-12-13 18:11:28,-2.027641,29.952937,115.6,18.99,57
FLT-00002,2023-12-13 18:11:58,-2.024663,29.956637,110.4,19.9,58
FLT-00002,2023-12-13 18:12:28,-2.027831,29.962126,118.5,21.82,59
FLT-00002,2023-12-13 18:12:58,-2.024468,29.967952,116.6,20.63,60
FLT-00002,2023-12-13 18:13:28,-2.025667,29.974953,121.3,23.85,61
FLT-00002,2023-12-13 18:13:58,-2.023085,29.980466,122.5,18.06,62
FLT-00002,2023-12-13 18:14:28,-2.022779,29.987677,124.5,21.6,63
FLT-00002,2023-12-13 18:14:58,-2.02429,29.99354,119.0,22.33,64
FLT-00002,2023-12-13 18:15:28,-2.021336,29.998415,117.8,23.31,65
FLT-00002,2023-12-13 18:15:58,-2.01979,30.006182,120.7,24.79,66
FLT-00002,2023-12-13 18:16:28,-2.016775,30.010123,120.2,25.28,67
